as_of_date,market_id,sector,soft_target_class,lambda_value,lambda_score_h5,lambda_score_h21,lambda_score_h63
2020-08-20,US_EQ,Financial Services,STABLE,-0.7178578497545587,0.012897241531895531,-0.05469160880084578,0.0
2020-08-20,US_EQ,Financial Services,WATCH,-0.8567375836772358,0.0020813698756196874,0.552433379964917,0.0
2020-08-20,US_EQ,Healthcare,STABLE,-0.2618308570210616,0.023080748664873557,-0.22180202971070356,0.0
2020-08-20,US_EQ,Healthcare,WATCH,0.3436421046465557,0.010884204200322933,-0.13126854111038783,0.0
2020-08-20,US_EQ,Industrials,STABLE,-0.7186944120866978,0.07243171167054674,-0.06485761796324807,0.0
2020-08-20,US_EQ,Industrials,WATCH,-0.2772206828856216,-0.03828650873692685,0.133167802299379,0.0
2020-08-20,US_EQ,Real Estate,STABLE,-0.8792693474045737,-0.042427381032458134,0.15172147971380967,0.0
2020-08-20,US_EQ,Real Estate,WATCH,-0.6896225132340479,0.015799072051864593,0.5882884299768064,0.0
2020-08-20,US_EQ,Technology,FRAGILE,1.672569853882549,-0.07260187812901697,-0.5155288404418983,0.0
2020-08-20,US_EQ,Technology,STABLE,0.8484633988315586,-0.044652329644771505,-0.5018645723830988,0.0
2020-08-20,US_EQ,Technology,WATCH,0.8294341267527751,-0.22341816602857378,-0.559674133429905,0.0
2020-08-20,US_EQ,Utilities,STABLE,-0.7762542353054772,0.009772110931344113,-0.03358177211285951,0.0
2020-08-20,US_EQ,Utilities,WATCH,-0.5527040357587528,0.0683712184910088,0.4544443893332335,0.0
2020-08-21,US_EQ,Basic Materials,FRAGILE,0.7788781203277878,0.13891577557355983,0.5124972127073814,0.0
2020-08-21,US_EQ,Basic Materials,WATCH,-0.2162957362101724,0.013714715667885596,0.35623300588022455,0.0
2020-08-21,US_EQ,Communication Services,FRAGILE,0.211408338535317,-0.0390728271827028,0.244656936379348,0.0
2020-08-21,US_EQ,Communication Services,STABLE,-0.5553958513036847,0.04517867061861136,0.25177146302997316,0.0
2020-08-21,US_EQ,Communication Services,WATCH,0.0641787979453255,0.05896483614815623,-0.07109276680226947,0.0
2020-08-21,US_EQ,Consumer Cyclical,FRAGILE,2.294113848026314,0.05543712129539058,-0.3590422856943023,0.0
2020-08-21,US_EQ,Consumer Cyclical,STABLE,-0.254845383034387,-0.015274895254130005,0.11480485938270157,0.0
2020-08-21,US_EQ,Consumer Cyclical,WATCH,0.2360179603665932,0.03439619815335801,-0.21162854030775885,0.0
2020-08-21,US_EQ,Consumer Defensive,STABLE,-0.3112492719082129,0.059205089145524636,-0.10792880448550962,0.0
2020-08-21,US_EQ,Financial Services,FRAGILE,-0.0952091018392017,0.35357706737043637,0.6741369992349923,0.0
2020-08-21,US_EQ,Financial Services,STABLE,-0.7323027299910069,0.012897241531895531,-0.08658662753144786,0.0
2020-08-21,US_EQ,Financial Services,WATCH,-0.8746334351183824,0.028995521425453807,0.5181186352454908,0.0
2020-08-21,US_EQ,Healthcare,STABLE,-0.2464638798590092,0.0056541467724815775,-0.1536997334544728,0.0
2020-08-21,US_EQ,Healthcare,WATCH,0.3748581265671126,0.018134943471013354,-0.3372294835367257,0.0
2020-08-21,US_EQ,Industrials,STABLE,-0.7163958596408943,0.05500510977815476,-0.010858401516237959,0.0
2020-08-21,US_EQ,Industrials,WATCH,-0.2912537333851948,-0.02937523191415725,0.37804100975444743,0.0
2020-08-21,US_EQ,Real Estate,STABLE,-0.8676622230119291,0.04469243574870785,0.26459958926840854,0.0
2020-08-21,US_EQ,Real Estate,WATCH,-0.709716194362396,0.010714333098609807,0.5682926793118879,0.0
2020-08-21,US_EQ,Technology,FRAGILE,1.649696079378122,-0.1522239742537832,-0.32433473930093504,0.0
2020-08-21,US_EQ,Technology,STABLE,0.8171288863898215,-0.036442967698557704,-0.4886122678694963,0.0
2020-08-21,US_EQ,Technology,WATCH,0.7850747268892706,-0.06812951492877084,-0.44421796503940697,0.0
2020-08-21,US_EQ,Utilities,STABLE,-0.8019347480789967,-0.015676279899721424,-0.06522436627171757,0.0
2020-08-21,US_EQ,Utilities,WATCH,-0.5379767337548356,0.0683712184910088,0.29611778091640306,0.0
2020-08-24,US_EQ,Basic Materials,FRAGILE,0.7613333679642731,0.06459795214564212,0.0,0.0
2020-08-24,US_EQ,Basic Materials,WATCH,-0.2206754006770235,0.013714715667885596,0.33490568893432426,0.0
2020-08-24,US_EQ,Communication Services,FRAGILE,0.2184596339390313,0.03559759605019133,0.2598737421567108,0.0
2020-08-24,US_EQ,Communication Services,STABLE,-0.5304876472665534,0.06260527251100334,0.27394493804527437,0.0
2020-08-24,US_EQ,Communication Services,WATCH,0.0485408531820548,-0.024528752238926935,-0.07153276740149202,0.0
2020-08-24,US_EQ,Consumer Cyclical,FRAGILE,2.266780825235941,-0.18351828085143085,-0.4441579621353917,0.0
2020-08-24,US_EQ,Consumer Cyclical,STABLE,-0.2948116093622164,-0.025587569283576972,0.1274361494655466,0.0
2020-08-24,US_EQ,Consumer Cyclical,WATCH,0.238928574963199,0.016969596260965975,-0.34565763256253673,0.0
2020-08-24,US_EQ,Consumer Defensive,STABLE,-0.3037846797295874,0.045426531178265506,-0.1160593923884975,0.0
2020-08-24,US_EQ,Consumer Defensive,WATCH,1.3358430511800834,0.13468224546478802,-0.5212014762163483,0.0
2020-08-24,US_EQ,Financial Services,FRAGILE,-0.0807598968603561,0.3384259428960264,0.607524903179761,0.0
2020-08-24,US_EQ,Financial Services,STABLE,-0.7308188596562585,0.04469243574870785,-0.06745348669479079,0.0
2020-08-24,US_EQ,Financial Services,WATCH,-0.8796255406953007,0.027529760706685114,0.5723856622234141,0.0
2020-08-24,US_EQ,Healthcare,STABLE,-0.2668578810802477,-0.05482534444827547,-0.21387645547173267,0.0
2020-08-24,US_EQ,Healthcare,WATCH,0.3587065001327211,-0.03740461848655302,-0.1329745617964038,0.0
2020-08-24,US_EQ,Industrials,STABLE,-0.7318377058309876,0.02152659167060056,0.004970953608248396,0.0
2020-08-24,US_EQ,Industrials,WATCH,-0.3134090096860996,-0.053311842291054956,0.36871735015159224,0.0
2020-08-24,US_EQ,Real Estate,STABLE,-0.8562098880664563,0.04469243574870785,0.22135722281356507,0.0
2020-08-24,US_EQ,Real Estate,WATCH,-0.7131199417089782,0.022617182989215112,0.5919208930382198,0.0
2020-08-24,US_EQ,Technology,FRAGILE,1.5739936292182932,-0.3575192060680028,-0.47257985765872035,0.0
2020-08-24,US_EQ,Technology,STABLE,0.739307087686029,-0.21514581895272866,-0.3823700286333488,0.0
2020-08-24,US_EQ,Technology,WATCH,0.7198057919107541,-0.18955940197806465,-0.40881148395855194,0.0
2020-08-24,US_EQ,Utilities,STABLE,-0.8369558359259361,-0.01930625663100105,-0.021469730650862218,0.0
2020-08-24,US_EQ,Utilities,WATCH,-0.5325833630152229,0.0683712184910088,0.30424565023302663,0.0
2020-08-25,US_EQ,Basic Materials,FRAGILE,0.7910776734727722,0.12551315583150235,0.0,0.0
2020-08-25,US_EQ,Basic Materials,WATCH,-0.2141083212124539,0.04550990988469786,0.36958812542888997,0.0
2020-08-25,US_EQ,Communication Services,FRAGILE,0.1820024224903708,-0.036754908761525706,0.3060808310524533,0.0
2020-08-25,US_EQ,Communication Services,STABLE,-0.492758071820676,0.07914548424333173,0.3156969179536084,0.0
2020-08-25,US_EQ,Communication Services,WATCH,0.0397008001546525,-0.02006100274086595,-0.015491570617413263,0.0
2020-08-25,US_EQ,Consumer Cyclical,FRAGILE,2.2932366163620683,0.09849071187105274,-0.30545281488353315,0.0
2020-08-25,US_EQ,Consumer Cyclical,STABLE,-0.3262036589916255,-0.02195759255229729,0.1256907794450545,0.0
2020-08-25,US_EQ,Consumer Cyclical,WATCH,0.2666695334088242,0.03439619815335798,-0.4110160636041403,0.0
2020-08-25,US_EQ,Consumer Defensive,STABLE,-0.2971465218407181,0.045426531178265506,-0.15948119665033827,0.0
2020-08-25,US_EQ,Financial Services,FRAGILE,-0.0587249667357933,0.3535770673704363,0.6926175436445529,0.0
2020-08-25,US_EQ,Financial Services,STABLE,-0.7628898156094633,-0.01930625663100105,-0.030978211296063374,0.0
2020-08-25,US_EQ,Financial Services,WATCH,-0.8816084611192896,0.027529760706685114,0.5880253375726808,0.0
2020-08-25,US_EQ,Healthcare,STABLE,-0.289413327653311,-0.05681615848307986,-0.13334174291451084,0.0
2020-08-25,US_EQ,Healthcare,WATCH,0.3296473182466869,-0.06517878996698523,-0.16466547643567117,0.0
2020-08-25,US_EQ,Industrials,STABLE,-0.7571272344648086,-0.0016554539291981918,-0.00521271470049911,0.0
2020-08-25,US_EQ,Industrials,WATCH,-0.3281685180379534,-0.03105855580489919,0.38995919829451275,0.0
2020-08-25,US_EQ,Real Estate,STABLE,-0.850179462540165,0.04469243574870785,0.2886120545720826,0.0
2020-08-25,US_EQ,Real Estate,WATCH,-0.7216492745030805,0.0270435258367816,0.5941601527807648,0.0
2020-08-25,US_EQ,Technology,FRAGILE,1.5037486170246457,-0.2853523234461155,-0.4917959308588735,0.0
2020-08-25,US_EQ,Technology,STABLE,0.6477812774215675,-0.22028123867631455,-0.3036181205405828,0.0
2020-08-25,US_EQ,Technology,WATCH,0.6780679912537204,-0.07352491571448239,-0.31335388847553547,0.0
2020-08-25,US_EQ,Utilities,STABLE,-0.8668136167687385,-0.015676279899721424,0.019854467794651387,0.0
2020-08-26,US_EQ,Basic Materials,FRAGILE,0.7979095302559566,0.1138157842555495,0.0,0.0
2020-08-26,US_EQ,Basic Materials,WATCH,-0.2267464019676549,0.013714715667885596,0.33397429394952693,0.0
2020-08-26,US_EQ,Communication Services,FRAGILE,0.1844873149718641,0.03559759605019136,0.0,0.0
2020-08-26,US_EQ,Communication Services,STABLE,-0.4771262535642278,0.04517867061861136,0.2598345022987874,0.0
2020-08-26,US_EQ,Communication Services,WATCH,0.0324519939271526,-0.006410584621241253,-0.03479298597909389,0.0
2020-08-26,US_EQ,Consumer Cyclical,FRAGILE,2.2231158246897817,-0.5072855441619377,-0.3509587800831133,0.0
2020-08-26,US_EQ,Consumer Cyclical,STABLE,-0.3722130196174804,-0.025587569283576972,0.1307103776614836,0.0
2020-08-26,US_EQ,Consumer Cyclical,WATCH,0.2895745953607744,0.03212072073537586,-0.3057053641100211,0.0
2020-08-26,US_EQ,Consumer Defensive,STABLE,-0.3107804481936336,0.0033186629320063332,-0.12111478228041617,0.0
2020-08-26,US_EQ,Financial Services,FRAGILE,-0.0363207574991983,0.35357706737043626,0.6485938676259191,0.0
2020-08-26,US_EQ,Financial Services,STABLE,-0.8071977809257211,-0.016157172021490585,-0.027785462465999333,0.0
2020-08-26,US_EQ,Financial Services,WATCH,-0.8724465542009802,0.0732837962084788,0.6102515588650198,0.0
2020-08-26,US_EQ,Healthcare,STABLE,-0.2918511789092931,-0.03630734991054252,-0.1356102533760547,0.0
2020-08-26,US_EQ,Healthcare,WATCH,0.3044599210923709,-0.06002256397490027,-0.20290082243616325,0.0
2020-08-26,US_EQ,Industrials,FRAGILE,1.360788315050718,0.020718758853761843,-0.36853974619942287,0.0
2020-08-26,US_EQ,Industrials,STABLE,-0.7608518845966654,0.012897241531895531,-0.06876615367202077,0.0
2020-08-26,US_EQ,Industrials,WATCH,-0.3257236830301129,0.001887540829178691,0.13015194723881623,0.0
2020-08-26,US_EQ,Real Estate,STABLE,-0.8334472051055393,0.04469243574870785,0.3273247232284301,0.0
2020-08-26,US_EQ,Real Estate,WATCH,-0.7046533772713564,0.05883872005359381,0.5878643044248126,0.0
2020-08-26,US_EQ,Technology,FRAGILE,1.4310940579493308,-0.35872422186883113,-0.6303711915238382,0.0
2020-08-26,US_EQ,Technology,STABLE,0.5606065359799995,-0.2151458189527286,-0.39856047604225525,0.0
2020-08-26,US_EQ,Technology,WATCH,0.6134900873247947,-0.18423963771200424,-0.30856109671093124,0.0
2020-08-26,US_EQ,Utilities,STABLE,-0.8748720597140255,0.009772110931344113,0.01727564824713812,0.0
2020-08-27,US_EQ,Basic Materials,FRAGILE,0.810638086971224,0.12202514620176341,0.0,0.0
2020-08-27,US_EQ,Basic Materials,WATCH,-0.2027880129572846,0.06000394487804522,0.36179511124334096,0.0
2020-08-27,US_EQ,Communication Services,FRAGILE,0.1896819721773583,0.0390253978545517,0.0,0.0
2020-08-27,US_EQ,Communication Services,STABLE,-0.4516086210202911,0.059672705611958754,0.2629918469854799,0.0
2020-08-27,US_EQ,Communication Services,WATCH,0.0043343212192972,-0.0533719163332175,-0.07428890855539672,0.0
2020-08-27,US_EQ,Consumer Cyclical,FRAGILE,2.129364174604811,-0.5467878221054683,-0.452099388013917,0.0
2020-08-27,US_EQ,Consumer Cyclical,STABLE,-0.4274781947980632,-0.05734273934810402,0.08248158597169719,0.0
2020-08-27,US_EQ,Consumer Cyclical,WATCH,0.3151686202494339,0.034105658475289846,-0.3621314526431439,0.0
2020-08-27,US_EQ,Consumer Defensive,STABLE,-0.3412687926483495,-0.02687017026976729,-0.10890629077076963,0.0
2020-08-27,US_EQ,Financial Services,FRAGILE,-0.0118298899620925,0.3529199778893738,0.6489406888724828,0.0
2020-08-27,US_EQ,Financial Services,STABLE,-0.8218438834939823,0.009772110931344113,-0.02525716837771974,0.0
2020-08-27,US_EQ,Financial Services,WATCH,-0.8634126933041271,0.0732837962084788,0.5945684235579268,0.0
2020-08-27,US_EQ,Healthcare,STABLE,-0.317215870476483,-0.055150283298052105,-0.10628414641443523,0.0
2020-08-27,US_EQ,Healthcare,WATCH,0.2900413128688993,-0.042842792000800434,-0.4504228716763135,0.0
2020-08-27,US_EQ,Industrials,FRAGILE,1.3344817006946998,-0.1084811619161603,-0.24635351331438238,0.0
2020-08-27,US_EQ,Industrials,STABLE,-0.7795209089749996,0.0009943916412902265,-0.06634173207733352,0.0
2020-08-27,US_EQ,Industrials,WATCH,-0.3303530503537746,-0.013411711305205576,0.3481840947247986,0.0
2020-08-27,US_EQ,Real Estate,STABLE,-0.8450827210742792,0.012897241531895531,0.288879286734141,0.0
2020-08-27,US_EQ,Real Estate,WATCH,-0.6900155303725451,0.07279756133857529,0.5858460746001828,0.0
2020-08-27,US_EQ,Technology,FRAGILE,1.367805120896289,-0.37648623967645034,-0.6282736318876238,0.0
2020-08-27,US_EQ,Technology,STABLE,0.4662371237732408,-0.22028123867631458,-0.31593466903617684,0.0
2020-08-27,US_EQ,Technology,WATCH,0.5482131267797944,-0.18049947292997282,-0.21925177384000005,0.0
2020-08-27,US_EQ,Utilities,STABLE,-0.8719298790315935,0.04156730514815632,0.02057418224624652,0.0
2020-08-28,US_EQ,Basic Materials,FRAGILE,0.8353053030390454,0.1143712269862438,0.0,0.0
2020-08-28,US_EQ,Basic Materials,WATCH,-0.1842841212714332,0.035361834483686516,0.3623329964899482,0.0
2020-08-28,US_EQ,Communication Services,FRAGILE,0.1828851861619781,-0.006363900632832792,0.0,0.0
2020-08-28,US_EQ,Communication Services,STABLE,-0.4565334207354019,0.0133834764017991,0.10646977773005939,0.0
2020-08-28,US_EQ,Communication Services,WATCH,0.0102000343158571,0.061109677607125795,-0.005733997012261008,0.0
2020-08-28,US_EQ,Consumer Cyclical,FRAGILE,2.064584604819421,-0.5072855441619377,-0.386246817444706,0.0
2020-08-28,US_EQ,Consumer Cyclical,STABLE,-0.4574639996690263,-0.02195759255229729,0.09218725355910529,0.0
2020-08-28,US_EQ,Consumer Cyclical,WATCH,0.3533407920803677,0.045864310065764635,-0.3380422793691749,0.0
2020-08-28,US_EQ,Consumer Defensive,STABLE,-0.3546024711990176,0.0033186629320063332,-0.11545796821101328,0.0
2020-08-28,US_EQ,Financial Services,FRAGILE,0.0381603837014254,0.3809707980990655,0.621649522033655,0.0
2020-08-28,US_EQ,Financial Services,STABLE,-0.8343334387353346,0.009772110931344113,-0.03190117664485237,0.0
2020-08-28,US_EQ,Financial Services,WATCH,-0.8625016474590479,0.0732837962084788,0.6080862170121497,0.0
2020-08-28,US_EQ,Healthcare,STABLE,-0.3265049479090283,-0.034641474725514765,-0.0965005937431615,0.0
2020-08-28,US_EQ,Healthcare,WATCH,0.2805937860838122,-0.046092208304860716,-0.41528911622652104,0.0
2020-08-28,US_EQ,Industrials,FRAGILE,1.3119525679749586,-0.10380752889108691,-0.3261018116132921,0.0
2020-08-28,US_EQ,Industrials,STABLE,-0.7814606846216442,0.012897241531895531,-0.10992955020062212,0.0
2020-08-28,US_EQ,Industrials,WATCH,-0.3407612379685066,-0.013411711305205631,0.3600183583421901,0.0
2020-08-28,US_EQ,Real Estate,STABLE,-0.8690159239168139,-0.0016554539291981918,0.10208949202367723,0.0
2020-08-28,US_EQ,Technology,FRAGILE,1.3059163336898325,-0.21532671755067145,-0.5945983545873237,0.0
2020-08-28,US_EQ,Technology,STABLE,0.3846015714844796,-0.21702052122914814,-0.3055663976533237,0.0
2020-08-28,US_EQ,Technology,WATCH,0.4968116052060848,-0.1322559002664926,-0.23552313468559882,0.0
2020-08-28,US_EQ,Utilities,STABLE,-0.8681186766441082,0.04156730514815632,-0.02630611869594568,0.0
2020-08-31,US_EQ,Basic Materials,FRAGILE,0.8102449071424278,0.08544587851688412,0.0,0.0
2020-08-31,US_EQ,Basic Materials,WATCH,-0.1634287941308554,0.08148490836531574,0.3286440963620021,0.0
2020-08-31,US_EQ,Communication Services,FRAGILE,0.1503089351666192,-0.002850392455261752,0.0,0.0
2020-08-31,US_EQ,Communication Services,STABLE,-0.4434564619626436,0.05549134464805833,0.061828933193858404,0.0
2020-08-31,US_EQ,Communication Services,WATCH,0.0220607743073346,0.061529642369498615,-0.028383717987376142,0.0
2020-08-31,US_EQ,Consumer Cyclical,FRAGILE,1.93862153766734,-0.5171446784691867,-0.6170755249375657,0.0
2020-08-31,US_EQ,Consumer Cyclical,STABLE,-0.471507683114855,0.005106110048924861,0.11325969425225885,0.0
2020-08-31,US_EQ,Consumer Cyclical,WATCH,0.3805437560758629,0.07420904421361507,-0.32442907866239856,0.0
2020-08-31,US_EQ,Consumer Defensive,STABLE,-0.3850680224635488,-0.02687017026976729,-0.10556799323946464,0.0
2020-08-31,US_EQ,Financial Services,FRAGILE,0.0759525804883368,0.3035024495084956,0.38606621227795024,0.0
2020-08-31,US_EQ,Financial Services,STABLE,-0.8418677017885776,0.009772110931344113,-0.04258282965915372,0.0
2020-08-31,US_EQ,Financial Services,WATCH,-0.8579848874922525,0.10718831251474281,0.3799661794279519,0.0
2020-08-31,US_EQ,Healthcare,STABLE,-0.3285965015920222,-0.010774018567475618,-0.11759192356380732,0.0
2020-08-31,US_EQ,Healthcare,WATCH,0.2538705683615443,-0.07490632747899362,-0.433305011832453,0.0
2020-08-31,US_EQ,Industrials,STABLE,-0.7692165756751731,0.04469243574870785,-0.044505409023944065,0.0
2020-08-31,US_EQ,Industrials,WATCH,-0.3567118435873005,0.02579891275195806,0.33774616702747035,0.0
2020-08-31,US_EQ,Real Estate,STABLE,-0.8640151267026759,0.04469243574870785,0.3102440989442976,0.0
2020-08-31,US_EQ,Technology,FRAGILE,1.1909526794768943,-0.28123305540605803,-0.6264140155526026,0.0
2020-08-31,US_EQ,Technology,STABLE,0.3006238839437419,-0.217139072714194,-0.3373784787163181,0.0
2020-08-31,US_EQ,Technology,WATCH,0.4656468248476302,-0.0694041905052315,-0.22134195927263323,0.0
2020-08-31,US_EQ,Utilities,STABLE,-0.8575871853784635,0.04469243574870785,0.0019505932775930601,0.0
2020-09-01,US_EQ,Basic Materials,FRAGILE,0.7277503679164523,-0.1154970534070654,0.0,0.0
2020-09-01,US_EQ,Basic Materials,WATCH,-0.1401949406291809,0.06594024658294959,0.3398515096529597,0.0
2020-09-01,US_EQ,Communication Services,FRAGILE,0.1114122119142746,-0.03486157681818307,0.0,0.0
2020-09-01,US_EQ,Communication Services,STABLE,-0.3945719311914615,0.13597869010808084,0.08842401028660074,0.0
2020-09-01,US_EQ,Communication Services,WATCH,0.0759724123740721,0.16256682766078806,0.10029214519761426,0.0
2020-09-01,US_EQ,Consumer Cyclical,FRAGILE,1.8639148749644063,-0.5992165786229173,-0.7203203592061445,0.0
2020-09-01,US_EQ,Consumer Cyclical,STABLE,-0.4436013575125248,0.0625676503540869,0.10732967905109886,0.0
2020-09-01,US_EQ,Consumer Cyclical,TARGETABLE,5.7238186221059575,0.015525911144231408,0.0,0.0
2020-09-01,US_EQ,Consumer Cyclical,WATCH,0.4025285513648999,0.020578157298498823,-0.3197231423808298,0.0
2020-09-01,US_EQ,Consumer Defensive,STABLE,-0.4324112986080542,-0.02841428459170814,-0.16663282536612417,0.0
2020-09-01,US_EQ,Financial Services,FRAGILE,0.108020299286045,0.26653523552370056,0.3718784921540049,0.0
2020-09-01,US_EQ,Financial Services,STABLE,-0.8838327313645143,-0.014513109141655378,-0.09754305881605607,0.0
2020-09-01,US_EQ,Financial Services,WATCH,-0.8465194136684607,0.07807694369782447,0.6499089314834421,0.0
2020-09-01,US_EQ,Healthcare,STABLE,-0.31915071475643,0.025385768972118306,-0.09769588053989609,0.0
2020-09-01,US_EQ,Healthcare,WATCH,0.2317688585681546,-0.06127988312969501,-0.44468519463806727,0.0
2020-09-01,US_EQ,Industrials,STABLE,-0.778883008814499,0.017690389021241204,-0.020933806416769674,0.0
2020-09-01,US_EQ,Industrials,WATCH,-0.3623221485349346,-0.004336417254225178,0.38182347912228853,0.0
2020-09-01,US_EQ,Real Estate,STABLE,-0.8708634776737385,0.017690389021241204,0.0672073479162083,0.0
2020-09-01,US_EQ,Technology,FRAGILE,1.1202728406592968,-0.23268671032526733,-0.2782474182293865,0.0
2020-09-01,US_EQ,Technology,STABLE,0.2142981777923259,-0.21506735527055124,-0.2842197146773527,0.0
2020-09-01,US_EQ,Technology,WATCH,0.4140814643761003,-0.12582257501760102,-0.20576992082320167,0.0
2020-09-01,US_EQ,Utilities,STABLE,-0.860017815110473,0.017690389021241204,-0.048249124833155355,0.0
2020-09-02,US_EQ,Basic Materials,FRAGILE,0.6491127030098265,-0.08042898320608005,0.0,0.0
2020-09-02,US_EQ,Basic Materials,WATCH,-0.1303596031523881,0.07957902481939746,0.28769046786107016,0.0
2020-09-02,US_EQ,Communication Services,FRAGILE,0.0972100611506619,0.019577517325173974,0.0,0.0
2020-09-02,US_EQ,Communication Services,STABLE,-0.3907891566761196,0.05549134464805833,0.00251741305499642,0.0
2020-09-02,US_EQ,Communication Services,WATCH,0.1742750745229647,0.19638167307941773,0.1411113183864421,0.0
2020-09-02,US_EQ,Consumer Cyclical,FRAGILE,1.782547495620702,-0.6808934702065028,-0.5970173800225158,0.0
2020-09-02,US_EQ,Consumer Cyclical,STABLE,-0.4024264828635516,0.07990305080915666,0.1545002433250528,0.0
2020-09-02,US_EQ,Consumer Cyclical,WATCH,0.4282010579437999,0.02301581616824383,-0.3152499527412726,0.0
2020-09-02,US_EQ,Consumer Defensive,STABLE,-0.4675564548679198,-0.03549997987801795,-0.15366882576305546,0.0
2020-09-02,US_EQ,Financial Services,FRAGILE,0.130881827112289,0.30303666701130016,0.3826472928604918,0.0
2020-09-02,US_EQ,Financial Services,STABLE,-0.8977495362999968,0.009772110931344113,-0.08558524372875809,0.0
2020-09-02,US_EQ,Financial Services,WATCH,-0.831057674321964,0.10718831251474281,0.6559013997965695,0.0
2020-09-02,US_EQ,Healthcare,STABLE,-0.3040051108341567,0.03344798196379084,-0.11130190718217509,0.0
2020-09-02,US_EQ,Healthcare,WATCH,0.2236512629866496,-0.04286261377740039,-0.41314306159417785,0.0
2020-09-02,US_EQ,Industrials,STABLE,-0.7866699298317477,0.012897241531895531,0.017718710813277916,0.0
2020-09-02,US_EQ,Real Estate,STABLE,-0.8697646814259667,0.04469243574870785,-0.0006543009944983691,0.0
2020-09-02,US_EQ,Technology,FRAGILE,1.1148755392398186,-0.038018364939517824,-0.2452217347656125,0.0
2020-09-02,US_EQ,Technology,STABLE,0.1364889833422098,-0.19186246747052496,-0.10282860691753086,0.0
2020-09-02,US_EQ,Technology,WATCH,0.3757180081210722,-0.07363515768688128,-0.2392042430642142,0.0
2020-09-02,US_EQ,Utilities,STABLE,-0.866058969320083,0.012897241531895531,0.003979071028288872,0.0
2020-09-03,US_EQ,Basic Materials,FRAGILE,0.5872387911315093,-0.013700043489698888,0.0,0.0
2020-09-03,US_EQ,Basic Materials,WATCH,-0.1178907484033508,0.0761020437163525,0.34280639910564137,0.0
2020-09-03,US_EQ,Communication Services,FRAGILE,0.1729656379998924,0.15034325305868956,0.0,0.0
2020-09-03,US_EQ,Communication Services,STABLE,-0.4002552633775998,0.04461990557389511,-0.03616050616001559,0.0
2020-09-03,US_EQ,Communication Services,WATCH,0.2998531998321229,0.3220818478435198,0.04037278031329039,0.0
2020-09-03,US_EQ,Consumer Cyclical,FRAGILE,1.7277851125443904,-0.46719013869087145,-0.27665156165817084,0.0
2020-09-03,US_EQ,Consumer Cyclical,STABLE,-0.3977302372738914,0.06259628665184763,0.012347065926942458,0.0
2020-09-03,US_EQ,Consumer Cyclical,TARGETABLE,5.144543294307571,-0.44255011341823014,0.0,0.0
2020-09-03,US_EQ,Consumer Cyclical,WATCH,0.4507765156566912,0.017491382890841123,-0.2676883328492056,0.0
2020-09-03,US_EQ,Consumer Defensive,STABLE,-0.4805848546973551,0.0066485116183105375,-0.09904773207347262,0.0
2020-09-03,US_EQ,Financial Services,FRAGILE,0.1112782032953244,0.010478854674863397,0.37362992135117323,0.0
2020-09-03,US_EQ,Financial Services,STABLE,-0.8967592136034819,0.05588988732003264,0.11259084572307287,0.0
2020-09-03,US_EQ,Financial Services,WATCH,-0.7798978872657146,0.14913266950177628,0.7334652043751251,0.0
2020-09-03,US_EQ,Healthcare,STABLE,-0.2754818808462097,0.06796751321329025,-0.15157952905156574,0.0
2020-09-03,US_EQ,Healthcare,WATCH,0.2178560017850911,-0.01948263152860985,-0.07294624810524894,0.0
2020-09-03,US_EQ,Industrials,STABLE,-0.7779252411912109,0.07795167318450125,0.1145171459195734,0.0
2020-09-03,US_EQ,Real Estate,STABLE,-0.8532726947638651,0.06793252070296063,-0.07439395554005768,0.0
2020-09-03,US_EQ,Real Estate,WATCH,-0.6476131936799175,0.12802067911269188,0.9337464672867086,0.0
2020-09-03,US_EQ,Technology,FRAGILE,1.1342724920289309,0.08080307975113632,-0.07910599526659379,0.0
2020-09-03,US_EQ,Technology,STABLE,0.070101033641794,-0.16509914690632618,-0.2841860894391868,0.0
2020-09-03,US_EQ,Technology,WATCH,0.3258801230155808,-0.13787097549626862,-0.07869389392463305,0.0
2020-09-03,US_EQ,Utilities,STABLE,-0.8546442178220257,0.123809676215478,-0.01291721941340529,0.0
2020-09-04,US_EQ,Basic Materials,FRAGILE,1.00530468000854,0.16141595054197078,0.0,0.0
2020-09-04,US_EQ,Basic Materials,WATCH,-0.0922662725191567,0.06973942619128397,0.2536436726581192,0.0
2020-09-04,US_EQ,Communication Services,FRAGILE,0.3439272881624326,0.19380836351096614,0.0,0.0
2020-09-04,US_EQ,Communication Services,STABLE,-0.4297600138320991,0.003841711000535375,-0.14901716201298237,0.0
2020-09-04,US_EQ,Communication Services,WATCH,0.2575844221132125,-0.03753154449710974,0.04891553851079827,0.0
2020-09-04,US_EQ,Consumer Cyclical,FRAGILE,1.658511818582675,-0.5485922547172015,-0.3058784644984782,0.0
2020-09-04,US_EQ,Consumer Cyclical,STABLE,-0.3814658044129144,0.06259628665184763,0.09809694584464895,0.0
2020-09-04,US_EQ,Consumer Cyclical,TARGETABLE,4.802452144551975,-0.3441250745536255,0.0,0.0
2020-09-04,US_EQ,Consumer Cyclical,WATCH,0.4469172557145871,-0.04159302689355315,-0.3421267283582406,0.0
2020-09-04,US_EQ,Consumer Defensive,STABLE,-0.4958793217978696,-0.008680332975922356,-0.07270351545236903,0.0
